Found 1892 lines with potential untranslated hardcoded Spanish:
components\Auth\LoginComponent.jsx:42 -> Contraseña es requerida | Context: newErrors.password = uiText(i18n, "Contraseña es requerida", "Password is required");
pages\TermsPage.jsx:52 -> En caso de detectar posible fraude, uso indebido o actividad ilicita, NSD podra suspender cuentas, preservar evidencia y cooperar con autoridades cuando corresponda. | Context: "En caso de detectar posible fraude, uso indebido o actividad ilicita, NSD podra suspender cuentas, preservar evidencia y cooperar con autoridades cuando corresponda."
pages\TermsPage.jsx:55 -> Estos terminos se rigen por las leyes de Mexico. Cualquier controversia sera atendida ante autoridades competentes conforme a la legislacion aplicable. | Context: "Estos terminos se rigen por las leyes de Mexico. Cualquier controversia sera atendida ante autoridades competentes conforme a la legislacion aplicable.",
pages\TermsPage.jsx:56 -> Contacto legal: legal@nsd.com. Domicilio, RFC y datos corporativos definitivos deberan integrarse antes de publicacion comercial. | Context: "Contacto legal: legal@nsd.com. Domicilio, RFC y datos corporativos definitivos deberan integrarse antes de publicacion comercial."
services\scoring.service.js:23 -> 🟢 BAJO RIESGO | Context: global_risk: { global_risk: "🟢 BAJO RIESGO" },
services\api.js:120 -> /otorgante/pipeline | Context: api.get('/otorgante/pipeline'),
services\api.js:122 -> /otorgante/interests | Context: api.post('/otorgante/interests', { orderId, ...payload }),
services\api.js:124 -> /otorgante/contact-requests | Context: api.post('/otorgante/contact-requests', { orderId, ...payload }),
services\api.js:126 -> /otorgante/contact-requests/${orderId} | Context: api.get(`/otorgante/contact-requests/${orderId}`),
services\api.js:128 -> /otorgante/contact-requests/${requestId} | Context: api.patch(`/otorgante/contact-requests/${requestId}`, payload)
services\auditService.js:198 -> ${documentName} subido al expediente | Context: description: `${documentName} subido al expediente`,
services\auditService.js:210 -> Se creó requerimiento: ${requirementTitle} | Context: description: `Se creó requerimiento: ${requirementTitle}`,
services\auditService.js:222 -> Se aprobó: ${requirementTitle} | Context: description: `Se aprobó: ${requirementTitle}`,
services\auditService.js:234 -> Mensaje enviado en expediente | Context: description: `Mensaje enviado en expediente`,
services\auth.service.js:59 -> El servidor tardó demasiado en responder. Intenta de nuevo o usa modo demo local. | Context: ? "El servidor tardó demasiado en responder. Intenta de nuevo o usa modo demo local."
services\auth.service.js:60 -> Error en login | Context: : "Error en login";
services\auth.service.js:69 -> solicitante | Context: signup: async (email, password, role = "solicitante") => {
services\auth.service.js:90 -> Error en registro | Context: error: error.response?.data?.detail || error.response?.data?.message || error.response?.data?.error || "Error en registro",
services\authService.js:7 -> solicitante | Context: SOLICITANTE: 'solicitante',
services\authService.js:8 -> otorgante | Context: OTORGANTE: 'otorgante',
services\authService.js:16 -> user-solicitante-001 | Context: id: 'user-solicitante-001',
services\authService.js:19 -> Empresa Solicitante | Context: name: 'Empresa Solicitante',
services\authService.js:21 -> TechStart México | Context: company: 'TechStart México',
services\authService.js:25 -> user-otorgante-001 | Context: id: 'user-otorgante-001',
services\authService.js:28 -> Fondo de Inversión | Context: name: 'Fondo de Inversión',
services\authService.js:98 -> Contraseña incorrecta | Context: throw new Error('Contraseña incorrecta');
services\authService.js:175 -> Contraseña actual incorrecta | Context: throw new Error('Contraseña actual incorrecta');
services\expedienteService.js:125 -> Expediente no encontrado | Context: reject(new Error('Expediente no encontrado'));
services\expedienteService.js:238 -> user-solicitante-001 | Context: solicitanteId: 'user-solicitante-001',
services\expedienteService.js:239 -> Empresa Solicitante | Context: solicitanteName: 'Empresa Solicitante',
services\expedienteService.js:241 -> user-otorgante-001 | Context: otorganteId: 'user-otorgante-001',
services\expedienteService.js:242 -> Fondo de Inversión | Context: otorganteName: 'Fondo de Inversión',
services\expedienteService.js:244 -> TechStart México - Crédito $500,000 | Context: title: 'TechStart México - Crédito $500,000',
services\expedienteService.js:245 -> Solicitud de crédito para expansión y capital de trabajo | Context: description: 'Solicitud de crédito para expansión y capital de trabajo',
services\expedienteService.js:247 -> Tecnología | Context: sector: 'Tecnología'
services\messagingService.js:21 -> solicitante | Context: fromUserType: messageData.fromUserType, // 'solicitante' o 'otorgante'
services\messagingService.js:21 -> otorgante | Context: fromUserType: messageData.fromUserType, // 'solicitante' o 'otorgante'
services\messagingServiceV2.js:23 -> solicitante | Context: fromUserType: messageData.fromUserType || 'solicitante', // solicitante, otorgante
services\notificationService.js:220 -> Tu respuesta para "${requirementTitle}" fue aprobada. | Context: message: `Tu respuesta para "${requirementTitle}" fue aprobada.`,
services\notificationService.js:232 -> Tu respuesta para "${requirementTitle}" fue rechazada. Feedback: ${feedback} | Context: message: `Tu respuesta para "${requirementTitle}" fue rechazada. Feedback: ${feedback}`,
services\opportunityScoreService.js:16 -> Documentación | Context: category: 'Documentación',
services\opportunityScoreService.js:32 -> Documentación fiscal/financiera presente | Context: detail: hasFinancialDocs ? 'Documentación fiscal/financiera presente' : 'Documentos de cumplimiento insuficientes',
services\opportunityScoreService.js:32 -> Documentos de cumplimiento insuficientes | Context: detail: hasFinancialDocs ? 'Documentación fiscal/financiera presente' : 'Documentos de cumplimiento insuficientes',
services\opportunityScoreService.js:57 -> Calidad del Perfil | Context: category: 'Calidad del Perfil',
services\opportunityScoreService.js:60 -> Riesgo clasificado como: ${riskLevel} | Context: detail: `Riesgo clasificado como: ${riskLevel}`,
services\opportunityScoreService.js:88 -> Apto para seguimiento activo y contacto directo. | Context: recommendation = 'Apto para seguimiento activo y contacto directo.';
services\opportunityScoreService.js:90 -> Registrar interés institucional | Context: 'Registrar interés institucional',
services\opportunityScoreService.js:91 -> Solicitar información complementaria específica | Context: 'Solicitar información complementaria específica',
services\opportunityScoreService.js:92 -> Agendar contacto con solicitante | Context: 'Agendar contacto con solicitante'
services\opportunityScoreService.js:97 -> Requiere subsanación documental antes de avanzar. | Context: recommendation = 'Requiere subsanación documental antes de avanzar.';
services\opportunityScoreService.js:99 -> Crear requerimientos específicos | Context: 'Crear requerimientos específicos',
services\opportunityScoreService.js:100 -> Esperar respuesta del solicitante | Context: 'Esperar respuesta del solicitante',
services\opportunityScoreService.js:101 -> Reevaluar con documentación completa | Context: 'Reevaluar con documentación completa'
services\opportunityScoreService.js:106 -> Requiere fortalecimiento integral antes de considerar. | Context: recommendation = 'Requiere fortalecimiento integral antes de considerar.';
services\opportunityScoreService.js:108 -> Comunicar observaciones al solicitante | Context: 'Comunicar observaciones al solicitante',
services\opportunityScoreService.js:109 -> Solicitar documentación crítica faltante | Context: 'Solicitar documentación crítica faltante',
services\opportunityScoreService.js:110 -> Evaluación diferida hasta mejora material | Context: 'Evaluación diferida hasta mejora material'
services\opportunityScoreService.js:161 -> Perfil de riesgo bajo | Context: strengths.push('Perfil de riesgo bajo');
services\opportunityScoreService.js:164 -> Documentación completa | Context: strengths.push('Documentación completa');
services\opportunityScoreService.js:167 -> Score de cumplimiento alto | Context: strengths.push('Score de cumplimiento alto');
services\opportunityScoreService.js:173 -> Listo para comite | Context: if (opportunity.readinessLevel === 'Listo para comite') {
services\opportunityScoreService.js:174 -> Expediente listo para comité | Context: strengths.push('Expediente listo para comité');
services\opportunityScoreService.js:182 -> Documentación insuficiente | Context: weaknesses.push('Documentación insuficiente');
services\opportunityScoreService.js:185 -> Riesgo clasificado como alto | Context: weaknesses.push('Riesgo clasificado como alto');
services\opportunityScoreService.js:192 -> Deficiencias en cumplimiento regulatorio | Context: weaknesses.push('Deficiencias en cumplimiento regulatorio');
services\opportunityScoreService.js:196 -> Sin fortalezas identificadas aún | Context: strengths: strengths.length > 0 ? strengths : ['Sin fortalezas identificadas aún'],
services\pdfExportService.js:170 -> Información del Expediente | Context: <h2>Información del Expediente</h2>
services\pdfExportService.js:173 -> Solicitante | Context: <div class="info-label">Solicitante</div>
services\pdfExportService.js:177 -> Otorgante | Context: <div class="info-label">Otorgante</div>
services\pdfExportService.js:191 -> status-badge status-${expediente.status} | Context: <span class="status-badge status-${expediente.status}">
services\pdfExportService.js:205 -> Resumen de Actividad | Context: <h2>Resumen de Actividad</h2>
services\pdfExportService.js:221 -> Días en proceso | Context: <div class="stat-label">Días en proceso</div>
services\pdfExportService.js:292 -> Documento generado automáticamente por NSD Compliance Platform | Context: <p>Documento generado automáticamente por NSD Compliance Platform</p>
services\pdfExportService.js:300 -> ${expediente.id}_${expediente.title}.html | Context: downloadHTML(html, `${expediente.id}_${expediente.title}.html`);
services\pdfExportService.js:302 -> ${expediente.id}_${expediente.title}.html | Context: return { success: true, fileName: `${expediente.id}_${expediente.title}.html` };
services\pdfExportService.js:354 -> Estado de Requerimientos | Context: <h2>Estado de Requerimientos</h2>
services\pdfExportService.js:378 -> ${expediente.id}_chart.html | Context: downloadHTML(html, `${expediente.id}_chart.html`);
services\pipelineAnalyticsService.js:14 -> Perfil del Solicitante | Context: name: 'Perfil del Solicitante',
services\pipelineAnalyticsService.js:19 -> ✓ Riesgo bajo | Context: opportunity.risk === 'Bajo' ? '✓ Riesgo bajo' : opportunity.risk === 'Medio' ? '~ Riesgo medio' : '✗ Riesgo alto',
services\pipelineAnalyticsService.js:19 -> ~ Riesgo medio | Context: opportunity.risk === 'Bajo' ? '✓ Riesgo bajo' : opportunity.risk === 'Medio' ? '~ Riesgo medio' : '✗ Riesgo alto',
services\pipelineAnalyticsService.js:19 -> ✗ Riesgo alto | Context: opportunity.risk === 'Bajo' ? '✓ Riesgo bajo' : opportunity.risk === 'Medio' ? '~ Riesgo medio' : '✗ Riesgo alto',
services\pipelineAnalyticsService.js:20 -> Listo para comite | Context: opportunity.readinessLevel === 'Listo para comite' ? '✓ Preparado' : '~ En preparación'
services\pipelineAnalyticsService.js:20 -> ~ En preparación | Context: opportunity.readinessLevel === 'Listo para comite' ? '✓ Preparado' : '~ En preparación'
services\pipelineAnalyticsService.js:28 -> Documentación | Context: name: 'Documentación',
services\pipelineAnalyticsService.js:69 -> Contexto de Mercado | Context: name: 'Contexto de Mercado',
services\pipelineAnalyticsService.js:74 -> Región: ${opportunity.country || 'N/A'} | Context: `Región: ${opportunity.country || 'N/A'}`,
services\pipelineAnalyticsService.js:75 -> Preparación indefinida | Context: opportunity.readinessLevel ? `Preparación: ${opportunity.readinessLevel}` : 'Preparación indefinida'
services\pipelineAnalyticsService.js:75 -> Preparación: ${opportunity.readinessLevel} | Context: opportunity.readinessLevel ? `Preparación: ${opportunity.readinessLevel}` : 'Preparación indefinida'
services\pipelineAnalyticsService.js:87 -> EXCELENTE - Oportunidad de alto potencial | Context: recommendation = 'EXCELENTE - Oportunidad de alto potencial';
services\pipelineAnalyticsService.js:88 -> Avanzar a revisión institucional inmediata | Context: action = 'Avanzar a revisión institucional inmediata';
services\pipelineAnalyticsService.js:91 -> BUENA - Oportunidad viable con condiciones | Context: recommendation = 'BUENA - Oportunidad viable con condiciones';
services\pipelineAnalyticsService.js:92 -> Solicitar documentación faltante, luego avanzar | Context: action = 'Solicitar documentación faltante, luego avanzar';
services\pipelineAnalyticsService.js:96 -> Crear requerimientos específicos para mejora | Context: action = 'Crear requerimientos específicos para mejora';
services\pipelineAnalyticsService.js:99 -> DÉBIL - Requiere fortalecimiento significativo | Context: recommendation = 'DÉBIL - Requiere fortalecimiento significativo';
services\pipelineAnalyticsService.js:100 -> Evaluar capacidad del solicitante para mejorar | Context: action = 'Evaluar capacidad del solicitante para mejorar';
services\pipelineAnalyticsService.js:103 -> NO VIABLE - Deficiencias críticas | Context: recommendation = 'NO VIABLE - Deficiencias críticas';
services\pipelineAnalyticsService.js:127 -> Listo para comite | Context: if (opportunity.readinessLevel === 'Listo para comite') score += 5;
services\pipelineAnalyticsService.js:170 -> ✅ Registrar interés institucional | Context: steps.push('✅ Registrar interés institucional');
services\pipelineAnalyticsService.js:174 -> 📞 Solicitar contacto autorizado con solicitante | Context: steps.push('📞 Solicitar contacto autorizado con solicitante');
services\reportService.js:12 -> Reporte de Expediente: ${expedient?.name || 'Sin nombre'} | Context: title: `Reporte de Expediente: ${expedient?.name || 'Sin nombre'}`,
services\reportService.js:26 -> Reporte de Expediente | Context: <title>Reporte de Expediente</title>
services\reportService.js:239 -> Reporte de Expediente | Context: <h1>Reporte de Expediente</h1>
services\reportService.js:248 -> 📋 Información General | Context: <div class="section-title">📋 Información General</div>
services\reportService.js:255 -> Solicitante | Context: <div class="info-label">Solicitante</div>
services\reportService.js:267 -> Riesgo | Context: <div class="info-label">Riesgo</div>
services\reportService.js:279 -> 🎯 Evaluación y Puntuación | Context: <div class="section-title">🎯 Evaluación y Puntuación</div>
services\reportService.js:282 -> Puntuación Total | Context: <div>Puntuación Total</div>
services\reportService.js:302 -> 📌 Próximos Pasos | Context: <h3>📌 Próximos Pasos</h3>
services\reportService.js:308 -> <p>Sin evaluación disponible</p> | Context: ` : '<p>Sin evaluación disponible</p>'}
services\reportService.js:308 -> Sin evaluación disponible | Context: ` : '<p>Sin evaluación disponible</p>'}
services\reportService.js:351 -> Este reporte fue generado automáticamente por el sistema NSD. | Context: <p>Este reporte fue generado automáticamente por el sistema NSD.</p>
services\reportService.js:352 -> Para más información, contacte al administrador de cumplimiento. | Context: <p>Para más información, contacte al administrador de cumplimiento.</p>
services\requirementServiceV2.js:23 -> otorgante | Context: createdByRole: requirementData.createdByRole || 'otorgante', // quién creó
services\requirementServiceV2.js:208 -> Se ha proporcionado un documento en respuesta a tu requerimiento | Context: message: 'Se ha proporcionado un documento en respuesta a tu requerimiento',
services\scoringService.js:32 -> Sin riesgos críticos | Context: detail: criticalRisks === 0 ? 'Sin riesgos críticos' : `${criticalRisks} documento(s) con riesgo alto`,
services\scoringService.js:32 -> ${criticalRisks} documento(s) con riesgo alto | Context: detail: criticalRisks === 0 ? 'Sin riesgos críticos' : `${criticalRisks} documento(s) con riesgo alto`,
services\scoringService.js:62 -> Listo para presentar a instituciones financieras | Context: nextActions = ['Listo para presentar a instituciones financieras'];
services\validationService.js:16 -> ${field} debe tener al menos ${min} caracteres | Context: return `${field} debe tener al menos ${min} caracteres`;
services\validationService.js:31 -> ${field} no es un email válido | Context: return `${field} no es un email válido`;
services\validationService.js:38 -> ${field} debe ser un número | Context: return `${field} debe ser un número`;
services\validationService.js:45 -> ${field} debe ser al menos ${min} | Context: return `${field} debe ser al menos ${min}`;
services\validationService.js:60 -> ${field} no es un teléfono válido | Context: return `${field} no es un teléfono válido`;
services\validationService.js:70 -> ${field} no es una URL válida | Context: return `${field} no es una URL válida`;
services\validationService.js:77 -> ${field} debe ser una fecha válida (YYYY-MM-DD) | Context: return `${field} debe ser una fecha válida (YYYY-MM-DD)`;
services\validationService.js:84 -> ${field} debe coincidir con ${fieldToMatch} | Context: return `${field} debe coincidir con ${fieldToMatch}`;
services\validationService.js:184 -> Error en validación asincrónica: | Context: console.error("Error en validación asincrónica:", err);
services\validationService.js:185 -> Error en validación | Context: return "Error en validación";
services\validationService.js:192 -> Mínimo ${min} caracteres | Context: minLength: (min) => `Mínimo ${min} caracteres`,
services\validationService.js:193 -> Máximo ${max} caracteres | Context: maxLength: (max) => `Máximo ${max} caracteres`,
services\validationService.js:194 -> Email inválido | Context: email: "Email inválido",
services\validationService.js:195 -> Debe ser un número | Context: number: "Debe ser un número",
services\validationService.js:196 -> Teléfono inválido | Context: phone: "Teléfono inválido",
services\validationService.js:197 -> URL inválida | Context: url: "URL inválida",
services\validationService.js:198 -> Fecha inválida (YYYY-MM-DD) | Context: date: "Fecha inválida (YYYY-MM-DD)"
services\validationService.js:228 -> Archivo demasiado grande (máximo ${(maxSize / 1024 / 1024).toFixed(0)}MB) | Context: return `Archivo demasiado grande (máximo ${(maxSize / 1024 / 1024).toFixed(0)}MB)`;
services\validationService.js:234 -> Tipo de archivo no permitido. Permitidos: ${allowedTypes.join(", ")} | Context: return `Tipo de archivo no permitido. Permitidos: ${allowedTypes.join(", ")}`;
utils\i18n.js:10 -> Módulos | Context: "services": "Módulos",
utils\i18n.js:12 -> Módulos | Context: "modules": "Módulos",
utils\i18n.js:16 -> Cerrar sesión | Context: "logout": "Cerrar sesión",
utils\i18n.js:18 -> Plataforma de Cumplimiento — Acceder | Context: "platform": "Plataforma de Cumplimiento — Acceder",
utils\i18n.js:25 -> Plataforma Global de Cumplimiento y Acceso a Crédito | Context: "title": "Plataforma Global de Cumplimiento y Acceso a Crédito",
utils\i18n.js:26 -> Infraestructura tecnológica B2B que centraliza expedientes, análisis de riesgo y verificación de identidad. Conectamos solicitantes corporativos con una sólida Red de Fondeo Internacional. | Context: "description": "Infraestructura tecnológica B2B que centraliza expedientes, análisis de riesgo y verificación de identidad. Conectamos solicitantes corporativos con una sólida Red de Fondeo Internacional.",
utils\i18n.js:28 -> Ver Módulos | Context: "cta2": "Ver Módulos",
utils\i18n.js:29 -> Imagen corporativa — Próximamente | Context: "imagePlaceholder": "Imagen corporativa — Próximamente"
utils\i18n.js:33 -> Trazabilidad | Context: "title": "Trazabilidad",
utils\i18n.js:34 -> Cada acción dentro de la plataforma queda registrada con fecha, usuario y detalle. Esto permite reconstruir el historial de cualquier expediente ante una auditoría, cumpliendo con las exigencias de la CNBV, UIF y reguladores internacionales. | Context: "desc": "Cada acción dentro de la plataforma queda registrada con fecha, usuario y detalle. Esto permite reconstruir el historial de cualquier expediente ante una auditoría, cumpliendo con las exigencias de la CNBV, UIF y reguladores internacionales."
utils\i18n.js:38 -> La información financiera y documental se maneja bajo estándares de cifrado AES-256 y protocolos de acceso basados en roles (RBAC). Solo el personal autorizado puede visualizar datos sensibles, garantizando el secreto bancario y la protección de datos personales. | Context: "desc": "La información financiera y documental se maneja bajo estándares de cifrado AES-256 y protocolos de acceso basados en roles (RBAC). Solo el personal autorizado puede visualizar datos sensibles, garantizando el secreto bancario y la protección de datos personales."
utils\i18n.js:42 -> Gestión integral del ciclo de vida de cada documento: carga, validación, vigencia, versionado y archivo definitivo. El sistema detecta automáticamente documentos vencidos o faltantes y genera alertas proactivas al oficial de cumplimiento. | Context: "desc": "Gestión integral del ciclo de vida de cada documento: carga, validación, vigencia, versionado y archivo definitivo. El sistema detecta automáticamente documentos vencidos o faltantes y genera alertas proactivas al oficial de cumplimiento."
utils\i18n.js:45 -> Riesgo Visible | Context: "title": "Riesgo Visible",
utils\i18n.js:46 -> Matriz de riesgo configurable que evalúa factores documentales, fiscales, reputacionales, geográficos y operativos. Asigna un NSD Risk Score estandarizado (1-100) que permite clasificar y priorizar casos de manera objetiva y auditable. | Context: "desc": "Matriz de riesgo configurable que evalúa factores documentales, fiscales, reputacionales, geográficos y operativos. Asigna un NSD Risk Score estandarizado (1-100) que permite clasificar y priorizar casos de manera objetiva y auditable."
utils\i18n.js:50 -> Todo hallazgo, observación o decisión se documenta como evidencia formal dentro del expediente digital. Las notas de revisión, capturas de pantalla y resultados de consultas a listas restrictivas quedan vinculados al caso correspondiente. | Context: "desc": "Todo hallazgo, observación o decisión se documenta como evidencia formal dentro del expediente digital. Las notas de revisión, capturas de pantalla y resultados de consultas a listas restrictivas quedan vinculados al caso correspondiente."
utils\i18n.js:53 -> Auditoría | Context: "title": "Auditoría",
utils\i18n.js:54 -> La plataforma genera reportes consolidados listos para presentar ante auditores internos, externos y autoridades regulatorias. Incluye bitácora de accesos, historial de cambios y exportación en formatos estándar (PDF, CSV, XML). | Context: "desc": "La plataforma genera reportes consolidados listos para presentar ante auditores internos, externos y autoridades regulatorias. Incluye bitácora de accesos, historial de cambios y exportación en formatos estándar (PDF, CSV, XML)."
utils\i18n.js:57 -> Requisitos Dinámicos | Context: "title": "Requisitos Dinámicos",
utils\i18n.js:58 -> NSD organiza el expediente frente a los requisitos obligatorios por tipo de entidad financiera: KYC/KYB, beneficiario controlador, PLD/FT, antifraude documental, vigencias, evidencia legal, información financiera y data room. El objetivo es que los solicitantes lleguen preparados y los otorgantes reciban un expediente verificable, actualizado y auditable. | Context: "desc": "NSD organiza el expediente frente a los requisitos obligatorios por tipo de entidad financiera: KYC/KYB, beneficiario controlador, PLD/FT, antifraude documental, vigencias, evidencia legal, información financiera y data room. El objetivo es que los solicitantes lleguen preparados y los otorgantes reciban un expediente verificable, actualizado y auditable."
utils\i18n.js:61 -> Agentes de IA | Context: "title": "Agentes de IA",
utils\i18n.js:62 -> Agentes de IA revisan documentos en tiempo real, detectan faltantes, inconsistencias, vigencias, campos críticos y posibles riesgos de fraude antes de enviar la solicitud. Esto reduce tiempos, costos y retrabajos para el solicitante, mientras da mayor certeza a bancos, SOFOMES, fintechs y fondos sobre la calidad del expediente. | Context: "desc": "Agentes de IA revisan documentos en tiempo real, detectan faltantes, inconsistencias, vigencias, campos críticos y posibles riesgos de fraude antes de enviar la solicitud. Esto reduce tiempos, costos y retrabajos para el solicitante, mientras da mayor certeza a bancos, SOFOMES, fintechs y fondos sobre la calidad del expediente."
utils\i18n.js:65 -> Biométricos | Context: "title": "Biométricos",
utils\i18n.js:66 -> La capa biométrica está diseñada para robustecer la identidad y el consentimiento mediante reconocimiento facial, prueba de vida y, en su caso, validación de huella dactilar o equivalente. Su uso debe configurarse con aviso de privacidad, consentimiento expreso, minimización de datos y control de acceso. | Context: "desc": "La capa biométrica está diseñada para robustecer la identidad y el consentimiento mediante reconocimiento facial, prueba de vida y, en su caso, validación de huella dactilar o equivalente. Su uso debe configurarse con aviso de privacidad, consentimiento expreso, minimización de datos y control de acceso."
utils\i18n.js:70 -> PRINCIPIOS DE PRODUCTO | Context: "subtitle": "PRINCIPIOS DE PRODUCTO",
utils\i18n.js:71 -> Cumplimiento operativo de punta a punta | Context: "mainTitle": "Cumplimiento operativo de punta a punta",
utils\i18n.js:72 -> La diferencia de NSD es unir cumplimiento, preparación financiera, biométricos y revisión documental con IA. El solicitante puede alinear su expediente a lo que pide la entidad financiera antes de buscar fondeo, y el otorgante recibe evidencia más completa de identidad, antifraude, PLD/FT, legal y financiera. | Context: "description": "La diferencia de NSD es unir cumplimiento, preparación financiera, biométricos y revisión documental con IA. El solicitante puede alinear su expediente a lo que pide la entidad financiera antes de buscar fondeo, y el otorgante recibe evidencia más completa de identidad, antifraude, PLD/FT, legal y financiera."
utils\i18n.js:76 -> Infraestructura Preparada para Auditorías Financieras | Context: "title": "Infraestructura Preparada para Auditorías Financieras",
utils\i18n.js:77 -> Las entidades financieras exigen los más altos estándares de reserva y control de la información. Nuestra plataforma fue diseñada desde su arquitectura para cumplir con cada uno de esos requisitos. | Context: "desc": "Las entidades financieras exigen los más altos estándares de reserva y control de la información. Nuestra plataforma fue diseñada desde su arquitectura para cumplir con cada uno de esos requisitos.",
utils\i18n.js:79 -> Cifrado de Extremo a Extremo | Context: "title": "Cifrado de Extremo a Extremo",
utils\i18n.js:80 -> Toda la información financiera y documental se transmite y almacena bajo cifrado AES-256. Los datos en tránsito están protegidos con TLS 1.3 de grado bancario. | Context: "desc": "Toda la información financiera y documental se transmite y almacena bajo cifrado AES-256. Los datos en tránsito están protegidos con TLS 1.3 de grado bancario."
utils\i18n.js:83 -> Control de Acceso Basado en Roles | Context: "title": "Control de Acceso Basado en Roles",
utils\i18n.js:84 -> Arquitectura RBAC que garantiza que solo el personal autorizado accede a datos sensibles. Cada nivel de usuario tiene permisos granulares auditables por rol, departamento y jurisdicción. | Context: "desc": "Arquitectura RBAC que garantiza que solo el personal autorizado accede a datos sensibles. Cada nivel de usuario tiene permisos granulares auditables por rol, departamento y jurisdicción."
utils\i18n.js:87 -> Bitácora Inmutable de Auditoría | Context: "title": "Bitácora Inmutable de Auditoría",
utils\i18n.js:88 -> Registro cronológico de cada acción: accesos, modificaciones, descargas y aprobaciones. Preparado para inspecciones de la CNBV, UIF, OFAC y auditores externos bajo estándares ISO 27001. | Context: "desc": "Registro cronológico de cada acción: accesos, modificaciones, descargas y aprobaciones. Preparado para inspecciones de la CNBV, UIF, OFAC y auditores externos bajo estándares ISO 27001."
utils\i18n.js:92 -> Diseñada para satisfacer los requisitos de PLD/FT, Ley Federal de Protección de Datos Personales (LFPDPPP), GDPR europeo y estándares internacionales de privacidad financiera. | Context: "desc": "Diseñada para satisfacer los requisitos de PLD/FT, Ley Federal de Protección de Datos Personales (LFPDPPP), GDPR europeo y estándares internacionales de privacidad financiera."
utils\i18n.js:96 -> Conectados con las principales fuentes de verificación regulatoria | Context: "banner": "Conectados con las principales fuentes de verificación regulatoria"
utils\i18n.js:100 -> Gestión de Solicitantes | Context: "solicitantes": "Gestión de Solicitantes",
utils\i18n.js:103 -> Red de Fondeo | Context: "otorgantes": "Red de Fondeo",
utils\i18n.js:110 -> Biométricos | Context: "biometrics": "Biométricos",
utils\i18n.js:113 -> Inteligencia y Riesgo | Context: "analytics": "Inteligencia y Riesgo",
utils\i18n.js:114 -> Gestión de Servicios | Context: "adminServices": "Gestión de Servicios",
utils\i18n.js:118 -> Empresa Solicitante | Context: "applicantCompany": "Empresa Solicitante",
utils\i18n.js:119 -> Fondo / Institución | Context: "funderEntity": "Fondo / Institución",
utils\i18n.js:121 -> Navegación | Context: "navigation": "Navegación",
utils\i18n.js:123 -> Solicitante | Context: "applicant": "Solicitante",
utils\i18n.js:124 -> Otorgante | Context: "funder": "Otorgante"
utils\i18n.js:129 -> Exposición de riesgo | Context: "riskExposure": "Exposición de riesgo",
utils\i18n.js:131 -> Cómo se alimenta este centro | Context: "sourceTitle": "Cómo se alimenta este centro",
utils\i18n.js:137 -> financialScore, complianceScore y scoring NSD del expediente | Context: "scoresValue": "financialScore, complianceScore y scoring NSD del expediente",
utils\i18n.js:141 -> interés institucional, memo, contacto y solicitudes | Context: "actionsValue": "interés institucional, memo, contacto y solicitudes"
utils\i18n.js:143 -> TAREAS CRÍTICAS | Context: "criticalTasks": "TAREAS CRÍTICAS",
utils\i18n.js:145 -> Oportunidades por revisar | Context: "review": "Oportunidades por revisar",
utils\i18n.js:147 -> Prospectos en riesgo alto | Context: "highRisk": "Prospectos en riesgo alto",
utils\i18n.js:148 -> Reportes listos para comité | Context: "readyReports": "Reportes listos para comité"
utils\i18n.js:152 -> FLUJO DEL OTORGANTE | Context: "funderFlow": "FLUJO DEL OTORGANTE",
utils\i18n.js:157 -> Filtrar por apetito, ticket, riesgo y preparación. | Context: "Filtrar por apetito, ticket, riesgo y preparación."
utils\i18n.js:166 -> Pedir información | Context: "Pedir información",
utils\i18n.js:167 -> Solicitar aclaraciones con evidencia trazable. | Context: "Solicitar aclaraciones con evidencia trazable."
utils\i18n.js:171 -> Comité / contacto | Context: "Comité / contacto",
utils\i18n.js:176 -> Esta sección viene del análisis de implementación internacional. Sirve para preparar el producto por mercados sin lanzar todo a la vez. | Context: "internationalDesc": "Esta sección viene del análisis de implementación internacional. Sirve para preparar el producto por mercados sin lanzar todo a la vez."
utils\i18n.js:185 -> Sesión activa | Context: "session": "Sesión activa"
utils\i18n.js:192 -> Compliance SaaS y servicios profesionales NSD IF para crédito, capital y fondeo institucional. | Context: "description": "Compliance SaaS y servicios profesionales NSD IF para crédito, capital y fondeo institucional.",
utils\i18n.js:193 -> Navegación | Context: "navigation": "Navegación",
utils\i18n.js:201 -> Términos | Context: "terms": "Términos",
utils\i18n.js:202 -> Ciudad de México | Context: "city": "Ciudad de México",
utils\i18n.js:203 -> © 2026 NSD Platform. Todos los derechos reservados. | Context: "rights": "© 2026 NSD Platform. Todos los derechos reservados."
utils\i18n.js:207 -> Guías sobre KYC/KYB, expedientes, auditoría, privacidad y operaciones de cumplimiento. | Context: "subtitle": "Guías sobre KYC/KYB, expedientes, auditoría, privacidad y operaciones de cumplimiento.",
utils\i18n.js:217 -> Cómo preparar un expediente auditable | Context: "title": "Cómo preparar un expediente auditable",
utils\i18n.js:218 -> Criterios prácticos para reducir observaciones y acelerar revisiones internas. | Context: "excerpt": "Criterios prácticos para reducir observaciones y acelerar revisiones internas.",
utils\i18n.js:224 -> Guía completa: KYC/KYB para empresas | Context: "title": "Guía completa: KYC/KYB para empresas",
